,Token,Score,Syllable_Count,Word_length,IsComplex
378,Italy,0,2,5,0
379,southern,0,3,8,1
380,Germany,0,2,7,0
381,later,0,2,5,0
382,tested,0,0,6,0
383,negative,-1,4,8,1
384,temporary,0,3,9,1
385,ban,0,1,3,0
386,lifted,0,0,6,0
387,allowing,0,3,8,1
388,scheduled,0,0,9,0
389,rail,-1,2,4,0
390,services,0,0,8,0
391,Austria,0,4,7,1
392,Italy,0,2,5,0
393,resume,0,3,6,1
394,Italy,0,2,5,0
395,Italy,0,2,5,0
396,shut,0,1,4,0
397,schools,0,2,7,0
398,universities,0,0,12,0
399,10,0,0,2,0
400,days,0,1,4,0
401,government,0,3,10,1
402,also,0,2,4,0
