,Token,Score,Syllable_Count,Word_length,IsComplex
80,aches,-1,0,5,0
81,pains,-1,2,5,0
82,sore,-1,2,4,0
83,throat,0,2,6,0
84,people,0,3,6,1
85,world,0,1,5,0
86,report,0,2,6,0
87,diarrhea,0,4,8,1
88,nausea,0,4,6,1
89,runny,0,1,5,0
90,nose,0,2,4,0
91,people,0,3,6,1
92,living,0,2,6,0
93,world,0,1,5,0
94,mild,0,1,4,0
95,symptoms,-1,1,8,0
96,deadly,-1,2,6,0
97,disease,0,4,7,1
98,otherwise,0,4,9,1
99,healthy,1,2,7,0
100,self,0,1,4,0
101,isolate,-1,4,7,1
102,contact,0,2,7,0
